description,duration,main_speaker,name,speaker_occupation,tags,title,views,index
"Don't make people pay for music, says Amanda Palmer: Let them. In a passionate talk that begins in her days as a street performer (drop a dollar in the hat for the Eight-Foot Bride!), she examines the new relationship between artist and fan.",827,Amanda Palmer,Amanda Palmer: The art of asking,"Musician, blogger","['TED Brain Trust', 'business', 'entertainment', 'music', 'performance art']",The art of asking,9006600,1448
"""Desertification is a fancy word for land that is turning to desert,"" begins Allan Savory in this quietly powerful talk. And it's happening to about two-thirds of the world's grasslands, accelerating climate change and causing traditional grazing societies to descend into social chaos. Savory has devoted his life to stopping it. He now believes -- and his work may show -- that a surprising factor can protect grasslands and even reclaim degraded land that was once desert. Statements in this talk have been challenged by other scientists working in this field. ",1339,Allan Savory,Allan Savory: How to fight desertification and reverse climate change,Grassland ecosystem pioneer,"['agriculture', 'climate change', 'green']",How to fight desertification and reverse climate change,4191678,1449
Humankind has been looking for the giant squid (Architeuthis) since we first started taking pictures underwater. But the elusive deep-sea predator could never be caught on film. Oceanographer and inventor Edith Widder shares the key insight -- and the teamwork -- that helped to capture the squid on film for the first time.,518,Edith Widder,Edith Widder: How we found the giant squid,Marine biologist,"['oceans', 'submarine', 'technology']",How we found the giant squid,3773245,1450
"Ron Finley plants vegetable gardens in South Central LA -- in abandoned lots, traffic medians, along the curbs. Why? For fun, for defiance, for beauty and to offer some alternative to fast food in a community where ""the drive-thrus are killing more people than the drive-bys.""",645,Ron Finley,Ron Finley: A guerilla gardener in South Central LA,Gardener,"['agriculture', 'culture', 'food', 'garden', 'health', 'social change']",A guerilla gardener in South Central LA,3005687,1451
"Kakenya Ntaiya made a deal with her father: She would undergo a traditional Maasai rite of passage, female circumcision, if he would let her go to high school. Ntaiya tells the fearless story of continuing on to college, and of working with her village elders to build a school for girls in her community, changing the destiny of 125 young women.",916,Kakenya Ntaiya,Kakenya Ntaiya: A girl who demanded school,Educator and activist,"['Africa', 'TEDx', 'activism', 'education', 'feminism', 'global development', 'women']",A girl who demanded school,2460131,1452
"By turn hilarious and haunting, poet Shane Koyczan puts his finger on the pulse of what it's like to be young and … different. ""To This Day,"" his spoken-word poem about bullying, captivated millions as a viral video (created, crowd-source style, by 80 animators). Here, he gives a glorious, live reprise with backstory and violin accompaniment by Hannah Epperson.",723,Shane Koyczan,Shane Koyczan: To This Day ... for the bullied and beautiful,Poet,"['bullying', 'children', 'compassion', 'depression', 'mental health', 'poetry', 'spoken word']",To This Day ... for the bullied and beautiful,5316753,1453
"Activist and fundraiser Dan Pallotta calls out the double standard that drives our broken relationship to charities. Too many nonprofits, he says, are rewarded for how little they spend -- not for what they get done. Instead of equating frugality with morality, he asks us to start rewarding charities for their big goals and big accomplishments (even if that comes with big expenses). In this bold talk, he says: Let's change the way we think about changing the world.",1134,Dan Pallotta,Dan Pallotta: The way we think about charity is dead wrong,"Author, speaker, reformer","['business', 'culture', 'global issues', 'philanthropy']",The way we think about charity is dead wrong,4259204,1454
"Modern psychiatric drugs treat the chemistry of the whole brain, but neurobiologist David Anderson has a more nuanced view of how the brain functions. He shares new research that could lead to targeted psychiatric medications -- that work better and avoid side effects. How's he doing it? For a start, by making a bunch of fruit flies angry.",925,David Anderson,David Anderson: Your brain is more than a bag of chemicals,Neurobiologist,"['TEDx', 'brain', 'insects', 'mental health', 'neuroscience']",Your brain is more than a bag of chemicals,1342510,1455
"Throughout humankind's history, we've driven species after species extinct: the passenger pigeon, the Eastern cougar, the dodo ... But now, says Stewart Brand, we have the technology (and the biology) to bring back species that humanity wiped out. So -- should we? Which ones? He asks a big question whose answer is closer than you may think.",1104,Stewart Brand,Stewart Brand: The dawn of de-extinction. Are you ready?,"Environmentalist, futurist","['TED Brain Trust', 'biology', 'deextinction', 'philosophy', 'technology']",The dawn of de-extinction. Are you ready?,1939539,1456
"Human beings have been campaigning against inequality and poverty for 3,000 years. But this journey is accelerating. Bono ""embraces his inner nerd"" and shares inspiring data that shows the end of poverty is in sight … if we can harness the momentum.",837,Bono,"Bono: The good news on poverty (Yes, there's good news)","Musician, activist","['activism', 'global issues', 'inequality', 'poverty']","The good news on poverty (Yes, there's good news)",1648677,1457
"Ink that conducts electricity; a window that turns from clear to opaque at the flip of a switch; a jelly that makes music. All this stuff exists, and Catarina Mota says: It's time to play with it. Mota leads us on a tour of surprising and cool new materials, and suggests that the way we'll figure out what they're good for is to experiment, tinker and have fun.",595,Catarina Mota,Catarina Mota: Play with smart materials,Maker,"['TED Fellows', 'creativity', 'design', 'manufacturing', 'science', 'technology']",Play with smart materials,1058569,1458
"The Internet connects billions of people and machines; it's the backbone of modern life. But tech pioneer Danny Hillis thinks the Internet just wasn't designed to grow this big -- and he fears that one big cyber-attack or glitch could shut it down and take civilization with it. To head off a digital dark age, he sounds a clarion call to develop a Plan B: a parallel system to fall back on if -- or when -- the Internet crashes.",751,Danny Hillis,Danny Hillis: The Internet could crash. We need a Plan B,Computer theorist,"['Internet', 'TED Brain Trust', 'computers', 'technology']",The Internet could crash. We need a Plan B,1265177,1459
"Entrepreneur Elon Musk is a man with many plans. The founder of PayPal, Tesla Motors and SpaceX sits down with TED curator Chris Anderson to share details about his visionary projects, which include a mass-marketed electric car, a solar energy leasing company and a fully reusable rocket.",1264,Elon Musk,"Elon Musk: The mind behind Tesla, SpaceX, SolarCity ...",Serial entrepreneur,"['energy', 'entrepreneur', 'exploration', 'innovation', 'solar energy', 'space', 'technology', 'transportation']","The mind behind Tesla, SpaceX, SolarCity ...",4564213,1460
"As a child growing up in North Korea, Hyeonseo Lee thought her country was ""the best on the planet."" It wasn't until the famine of the 90s that she began to wonder. She escaped the country at 14, to begin a life in hiding, as a refugee in China. Hers is a harrowing, personal tale of survival and hope -- and a powerful reminder of those who face constant danger, even when the border is far behind.",735,Hyeonseo Lee,Hyeonseo Lee: My escape from North Korea,Activist,"['Asia', 'culture', 'family', 'global issues']",My escape from North Korea,9551344,1461
"Today we know the molecular cause of 4,000 diseases, but treatments are available for only 250 of them. So what's taking so long? Geneticist and physician Francis Collins explains why systematic drug discovery is imperative, even for rare and complex diseases, and offers a few solutions -- like teaching old drugs new tricks.",880,Francis Collins,Francis Collins: We need better drugs -- now,"Geneticist, physician","['DNA', 'biology', 'biotech', 'disease', 'engineering', 'future', 'genetics', 'health', 'health care', 'illness', 'innovation', 'medical research', 'medicine', 'molecular biology', 'pharmaceuticals', 'public health', 'science', 'synthetic biology']",We need better drugs -- now,796884,1462
